"","HINCP","RNTP","NP","BDSP","HHT_label","BLDG_AGE_dec"
"661",29700,570,1,1,"Nonfamily household: Female householder: Living alone",4
"662",42700,3000,1,2,"Nonfamily household: Male householder: Living alone",4
"663",98000,3000,1,2,"Nonfamily household: Male householder: Living alone",0
"664",21600,720,1,0,"Nonfamily household: Female householder: Living alone",4
"665",110000,1200,4,2,"Married couple household",2
"666",110000,1200,4,2,"Married couple household",2
"667",110000,1200,4,2,"Married couple household",2
"668",110000,1200,4,2,"Married couple household",2
"669",36000,620,1,1,"Nonfamily household: Male householder: Living alone",6
"670",4000,950,1,1,"Nonfamily household: Female householder: Living alone",4
"671",96000,1100,2,2,"Nonfamily household: Male householder: Not living alone",2
"672",96000,1100,2,2,"Nonfamily household: Male householder: Not living alone",2
"673",80000,1800,1,3,"Nonfamily household: Male householder: Living alone",8
"674",57000,920,1,1,"Nonfamily household: Female householder: Living alone",4
"675",48000,1000,1,1,"Nonfamily household: Male householder: Living alone",0
"676",74000,1200,2,3,"Nonfamily household: Male householder: Not living alone",3
"677",74000,1200,2,3,"Nonfamily household: Male householder: Not living alone",3
"678",12000,1100,3,2,"Married couple household",2
"679",12000,1100,3,2,"Married couple household",2
"680",12000,1100,3,2,"Married couple household",2
"681",39100,810,3,2,"Other family household: Female householder, no spouse present",1
"682",39100,810,3,2,"Other family household: Female householder, no spouse present",1
"683",39100,810,3,2,"Other family household: Female householder, no spouse present",1
"684",228500,2400,2,2,"Nonfamily household: Female householder: Not living alone",8
"685",228500,2400,2,2,"Nonfamily household: Female householder: Not living alone",8
"686",45000,1100,1,1,"Nonfamily household: Male householder: Living alone",0
"687",11100,1000,1,1,"Nonfamily household: Male householder: Living alone",5
"688",11100,1300,1,1,"Nonfamily household: Female householder: Living alone",0
"689",140000,1400,2,0,"Married couple household",0
"690",140000,1400,2,0,"Married couple household",0
"691",106600,2100,3,2,"Nonfamily household: Female householder: Not living alone",6
"692",106600,2100,3,2,"Nonfamily household: Female householder: Not living alone",6
"693",106600,2100,3,2,"Nonfamily household: Female householder: Not living alone",6
"694",70030,930,1,1,"Nonfamily household: Male householder: Living alone",2
"695",170000,1600,7,3,"Other family household: Female householder, no spouse present",4
"696",170000,1600,7,3,"Other family household: Female householder, no spouse present",4
"697",170000,1600,7,3,"Other family household: Female householder, no spouse present",4
"698",170000,1600,7,3,"Other family household: Female householder, no spouse present",4
"699",170000,1600,7,3,"Other family household: Female householder, no spouse present",4
"700",170000,1600,7,3,"Other family household: Female householder, no spouse present",4
"701",170000,1600,7,3,"Other family household: Female householder, no spouse present",4
"702",40000,1100,1,1,"Nonfamily household: Male householder: Living alone",3
"703",72000,1600,1,2,"Nonfamily household: Female householder: Living alone",8
"704",61300,790,2,0,"Married couple household",8
"705",61300,790,2,0,"Married couple household",8
"706",65000,1400,2,2,"Married couple household",3
"707",65000,1400,2,2,"Married couple household",3
"708",125100,1100,2,2,"Nonfamily household: Female householder: Not living alone",3
"709",125100,1100,2,2,"Nonfamily household: Female householder: Not living alone",3
"710",13000,1100,2,2,"Nonfamily household: Female householder: Not living alone",8
"711",13000,1100,2,2,"Nonfamily household: Female householder: Not living alone",8
"712",82600,1200,2,1,"Married couple household",0
"713",82600,1200,2,1,"Married couple household",0
"714",34700,1100,1,0,"Nonfamily household: Male householder: Living alone",3
"715",53200,1400,2,2,"Married couple household",2
"716",53200,1400,2,2,"Married couple household",2
"717",126000,1800,5,4,"Married couple household",4
"718",126000,1800,5,4,"Married couple household",4
"719",126000,1800,5,4,"Married couple household",4
"720",126000,1800,5,4,"Married couple household",4
"721",126000,1800,5,4,"Married couple household",4
"722",10000,1200,1,1,"Nonfamily household: Male householder: Living alone",4
"723",119160,3000,3,3,"Nonfamily household: Male householder: Not living alone",1
"724",119160,3000,3,3,"Nonfamily household: Male householder: Not living alone",1
"725",119160,3000,3,3,"Nonfamily household: Male householder: Not living alone",1
"726",80800,1300,2,2,"Nonfamily household: Female householder: Not living alone",0
"727",80800,1300,2,2,"Nonfamily household: Female householder: Not living alone",0
"728",22000,900,4,3,"Other family household: Female householder, no spouse present",2
"729",22000,900,4,3,"Other family household: Female householder, no spouse present",2
"730",22000,900,4,3,"Other family household: Female householder, no spouse present",2
"731",22000,900,4,3,"Other family household: Female householder, no spouse present",2
"732",85000,1500,2,2,"Nonfamily household: Female householder: Not living alone",2
"733",85000,1500,2,2,"Nonfamily household: Female householder: Not living alone",2
"734",34000,460,1,2,"Nonfamily household: Female householder: Living alone",1
"735",87000,950,5,2,"Married couple household",3
"736",87000,950,5,2,"Married couple household",3
"737",87000,950,5,2,"Married couple household",3
"738",87000,950,5,2,"Married couple household",3
"739",87000,950,5,2,"Married couple household",3
"740",16300,1800,2,3,"Nonfamily household: Female householder: Not living alone",1
"741",16300,1800,2,3,"Nonfamily household: Female householder: Not living alone",1
"742",23400,720,5,1,"Married couple household",3
"743",23400,720,5,1,"Married couple household",3
"744",23400,720,5,1,"Married couple household",3
"745",23400,720,5,1,"Married couple household",3
"746",23400,720,5,1,"Married couple household",3
"747",52000,830,3,2,"Nonfamily household: Male householder: Not living alone",4
"748",52000,830,3,2,"Nonfamily household: Male householder: Not living alone",4
"749",52000,830,3,2,"Nonfamily household: Male householder: Not living alone",4
"750",7700,900,1,1,"Nonfamily household: Male householder: Living alone",2
"751",8800,810,1,0,"Nonfamily household: Male householder: Living alone",4
"752",80000,1700,1,2,"Nonfamily household: Male householder: Living alone",2
"753",47880,1300,1,1,"Nonfamily household: Female householder: Living alone",2
"754",24000,790,1,1,"Nonfamily household: Male householder: Living alone",1
"755",93000,1200,3,2,"Married couple household",2
"756",93000,1200,3,2,"Married couple household",2
"757",93000,1200,3,2,"Married couple household",2
"758",15400,710,1,1,"Nonfamily household: Female householder: Living alone",1
"759",12000,900,1,0,"Nonfamily household: Female householder: Living alone",2
"760",104000,1300,9,3,"Married couple household",1
"761",104000,1300,9,3,"Married couple household",1
"762",104000,1300,9,3,"Married couple household",1
"763",104000,1300,9,3,"Married couple household",1
"764",104000,1300,9,3,"Married couple household",1
"765",104000,1300,9,3,"Married couple household",1
"766",104000,1300,9,3,"Married couple household",1
"767",104000,1300,9,3,"Married couple household",1
"768",104000,1300,9,3,"Married couple household",1
"769",61500,2300,3,3,"Nonfamily household: Male householder: Not living alone",0
"770",61500,2300,3,3,"Nonfamily household: Male householder: Not living alone",0
"771",61500,2300,3,3,"Nonfamily household: Male householder: Not living alone",0
"772",48000,1000,2,1,"Nonfamily household: Female householder: Not living alone",3
"773",48000,1000,2,1,"Nonfamily household: Female householder: Not living alone",3
"774",37000,1500,1,1,"Nonfamily household: Female householder: Living alone",0
"775",1e+05,1700,1,2,"Nonfamily household: Male householder: Living alone",3
"776",27000,770,1,1,"Nonfamily household: Female householder: Living alone",3
"777",42000,2300,1,3,"Nonfamily household: Female householder: Living alone",6
"778",30000,1600,2,1,"Nonfamily household: Female householder: Not living alone",0
"779",30000,1600,2,1,"Nonfamily household: Female householder: Not living alone",0
"780",25000,770,1,1,"Nonfamily household: Male householder: Living alone",3
"781",55000,1300,1,0,"Nonfamily household: Female householder: Living alone",0
"782",101000,1700,1,1,"Nonfamily household: Male householder: Living alone",0
"783",10000,990,1,0,"Nonfamily household: Male householder: Living alone",2
"784",94000,1200,4,3,"Married couple household",5
"785",94000,1200,4,3,"Married couple household",5
"786",94000,1200,4,3,"Married couple household",5
"787",94000,1200,4,3,"Married couple household",5
"788",231000,1200,3,2,"Married couple household",4
"789",231000,1200,3,2,"Married couple household",4
"790",231000,1200,3,2,"Married couple household",4
"791",45000,900,1,1,"Nonfamily household: Female householder: Living alone",3
"792",1600,1700,2,2,"Nonfamily household: Female householder: Not living alone",1
"793",1600,1700,2,2,"Nonfamily household: Female householder: Not living alone",1
"794",29000,1200,3,2,"Other family household: Female householder, no spouse present",3
"795",29000,1200,3,2,"Other family household: Female householder, no spouse present",3
"796",29000,1200,3,2,"Other family household: Female householder, no spouse present",3
"797",3000,1300,1,1,"Nonfamily household: Female householder: Living alone",0
"798",13000,980,1,1,"Nonfamily household: Male householder: Living alone",3
"799",52000,1200,3,2,"Married couple household",1
"800",52000,1200,3,2,"Married couple household",1
"801",52000,1200,3,2,"Married couple household",1
"802",106300,1200,2,1,"Married couple household",2
"803",106300,1200,2,1,"Married couple household",2
"804",120000,1500,1,2,"Nonfamily household: Female householder: Living alone",1
"805",89000,2000,2,2,"Other family household: Male householder, no spouse present",2
"806",89000,2000,2,2,"Other family household: Male householder, no spouse present",2
"807",68200,1500,2,2,"Nonfamily household: Male householder: Not living alone",1
"808",68200,1500,2,2,"Nonfamily household: Male householder: Not living alone",1
"809",160000,1500,2,3,"Married couple household",3
"810",160000,1500,2,3,"Married couple household",3
"811",48000,1100,6,3,"Married couple household",3
"812",48000,1100,6,3,"Married couple household",3
"813",48000,1100,6,3,"Married couple household",3
"814",48000,1100,6,3,"Married couple household",3
"815",48000,1100,6,3,"Married couple household",3
"816",48000,1100,6,3,"Married couple household",3
"817",83000,550,2,2,"Other family household: Female householder, no spouse present",5
"818",83000,550,2,2,"Other family household: Female householder, no spouse present",5
"819",115000,1400,3,3,"Nonfamily household: Female householder: Not living alone",2
"820",115000,1400,3,3,"Nonfamily household: Female householder: Not living alone",2
"821",115000,1400,3,3,"Nonfamily household: Female householder: Not living alone",2
"822",35900,930,1,2,"Nonfamily household: Male householder: Living alone",3
"823",20300,1500,3,3,"Nonfamily household: Female householder: Not living alone",2
"824",20300,1500,3,3,"Nonfamily household: Female householder: Not living alone",2
"825",20300,1500,3,3,"Nonfamily household: Female householder: Not living alone",2
"826",22800,650,2,1,"Other family household: Female householder, no spouse present",5
"827",22800,650,2,1,"Other family household: Female householder, no spouse present",5
"828",66000,1800,1,2,"Nonfamily household: Male householder: Living alone",3
"829",65490,900,2,2,"Nonfamily household: Female householder: Not living alone",5
"830",65490,900,2,2,"Nonfamily household: Female householder: Not living alone",5
"831",18000,900,2,3,"Married couple household",3
"832",18000,900,2,3,"Married couple household",3
"833",25800,880,1,1,"Nonfamily household: Female householder: Living alone",2
"834",75000,1000,1,2,"Nonfamily household: Female householder: Living alone",0
"835",42000,1000,1,2,"Nonfamily household: Female householder: Living alone",4
"836",60000,850,3,1,"Married couple household",3
"837",60000,850,3,1,"Married couple household",3
"838",60000,850,3,1,"Married couple household",3
"839",22700,900,1,1,"Nonfamily household: Male householder: Living alone",4
"840",94000,1400,2,1,"Nonfamily household: Female householder: Not living alone",0
"841",94000,1400,2,1,"Nonfamily household: Female householder: Not living alone",0
"842",40000,1100,1,1,"Nonfamily household: Male householder: Living alone",2
"843",2770,1700,2,0,"Nonfamily household: Female householder: Not living alone",1
"844",2770,1700,2,0,"Nonfamily household: Female householder: Not living alone",1
"845",15000,950,1,2,"Nonfamily household: Male householder: Living alone",3
"846",10800,10,4,2,"Other family household: Female householder, no spouse present",0
"847",10800,10,4,2,"Other family household: Female householder, no spouse present",0
"848",10800,10,4,2,"Other family household: Female householder, no spouse present",0
"849",10800,10,4,2,"Other family household: Female householder, no spouse present",0
"850",88000,1800,4,4,"Nonfamily household: Male householder: Not living alone",4
"851",88000,1800,4,4,"Nonfamily household: Male householder: Not living alone",4
"852",88000,1800,4,4,"Nonfamily household: Male householder: Not living alone",4
"853",88000,1800,4,4,"Nonfamily household: Male householder: Not living alone",4
"854",56030,910,1,0,"Nonfamily household: Male householder: Living alone",4
"855",40000,1300,1,2,"Nonfamily household: Male householder: Living alone",0
"856",13200,1600,1,2,"Nonfamily household: Male householder: Living alone",2
"857",78000,1000,3,2,"Other family household: Male householder, no spouse present",3
"858",78000,1000,3,2,"Other family household: Male householder, no spouse present",3
"859",78000,1000,3,2,"Other family household: Male householder, no spouse present",3
"860",55000,1700,4,3,"Married couple household",1
"861",55000,1700,4,3,"Married couple household",1
"862",55000,1700,4,3,"Married couple household",1
"863",55000,1700,4,3,"Married couple household",1
"864",23000,900,2,2,"Other family household: Female householder, no spouse present",4
"865",23000,900,2,2,"Other family household: Female householder, no spouse present",4
"866",499100,750,2,3,"Nonfamily household: Male householder: Not living alone",3
"867",499100,750,2,3,"Nonfamily household: Male householder: Not living alone",3
"868",98400,1400,2,1,"Married couple household",2
"869",98400,1400,2,1,"Married couple household",2
"870",48000,1100,2,2,"Married couple household",5
"871",48000,1100,2,2,"Married couple household",5
"872",35500,2200,4,4,"Nonfamily household: Female householder: Not living alone",0
"873",35500,2200,4,4,"Nonfamily household: Female householder: Not living alone",0
"874",35500,2200,4,4,"Nonfamily household: Female householder: Not living alone",0
"875",35500,2200,4,4,"Nonfamily household: Female householder: Not living alone",0
"876",52470,1800,1,2,"Nonfamily household: Female householder: Living alone",2
"877",20000,1300,4,3,"Married couple household",8
"878",20000,1300,4,3,"Married couple household",8
"879",20000,1300,4,3,"Married couple household",8
"880",20000,1300,4,3,"Married couple household",8
"881",36000,750,1,1,"Nonfamily household: Male householder: Living alone",2
"882",20000,770,1,0,"Nonfamily household: Male householder: Living alone",1
"883",44000,950,1,1,"Nonfamily household: Female householder: Living alone",2
"884",124000,880,4,1,"Married couple household",4
"885",124000,880,4,1,"Married couple household",4
"886",124000,880,4,1,"Married couple household",4
"887",124000,880,4,1,"Married couple household",4
"888",35000,900,1,1,"Nonfamily household: Female householder: Living alone",5
"889",75000,1400,4,3,"Married couple household",1
"890",75000,1400,4,3,"Married couple household",1
"891",75000,1400,4,3,"Married couple household",1
"892",75000,1400,4,3,"Married couple household",1
"893",117000,1300,3,3,"Nonfamily household: Male householder: Not living alone",5
"894",117000,1300,3,3,"Nonfamily household: Male householder: Not living alone",5
"895",117000,1300,3,3,"Nonfamily household: Male householder: Not living alone",5
"896",21600,1300,2,2,"Nonfamily household: Female householder: Not living alone",0
"897",21600,1300,2,2,"Nonfamily household: Female householder: Not living alone",0
"898",18700,1500,1,1,"Nonfamily household: Female householder: Living alone",0
"899",260000,1900,1,3,"Nonfamily household: Male householder: Living alone",5
"900",75000,1600,2,2,"Nonfamily household: Male householder: Not living alone",2
"901",75000,1600,2,2,"Nonfamily household: Male householder: Not living alone",2
"902",25000,1400,5,3,"Married couple household",3
"903",25000,1400,5,3,"Married couple household",3
"904",25000,1400,5,3,"Married couple household",3
"905",25000,1400,5,3,"Married couple household",3
"906",25000,1400,5,3,"Married couple household",3
"907",75500,1200,1,1,"Nonfamily household: Female householder: Living alone",0
"908",46300,1100,1,2,"Nonfamily household: Female householder: Living alone",3
"909",145000,1500,2,3,"Nonfamily household: Male householder: Not living alone",5
"910",145000,1500,2,3,"Nonfamily household: Male householder: Not living alone",5
"911",40,4,2,3,"Other family household: Male householder, no spouse present",3
"912",40,4,2,3,"Other family household: Male householder, no spouse present",3
"913",468000,2000,2,2,"Other family household: Female householder, no spouse present",2
"914",468000,2000,2,2,"Other family household: Female householder, no spouse present",2
"915",75000,1500,3,3,"Married couple household",2
"916",75000,1500,3,3,"Married couple household",2
"917",75000,1500,3,3,"Married couple household",2
"918",25000,900,1,1,"Nonfamily household: Male householder: Living alone",3
"919",20000,680,1,3,"Nonfamily household: Male householder: Living alone",0
"920",25000,1100,1,2,"Nonfamily household: Female householder: Living alone",0
"921",73000,1600,3,2,"Married couple household",1
"922",73000,1600,3,2,"Married couple household",1
"923",73000,1600,3,2,"Married couple household",1
"924",14000,350,1,2,"Nonfamily household: Female householder: Living alone",4
"925",45000,1000,1,0,"Nonfamily household: Female householder: Living alone",5
"926",17800,490,1,2,"Nonfamily household: Female householder: Living alone",1
"927",35000,1500,2,2,"Nonfamily household: Male householder: Not living alone",4
"928",35000,1500,2,2,"Nonfamily household: Male householder: Not living alone",4
"929",116000,830,2,0,"Married couple household",3
"930",116000,830,2,0,"Married couple household",3
"931",152500,1800,3,3,"Married couple household",3
"932",152500,1800,3,3,"Married couple household",3
"933",152500,1800,3,3,"Married couple household",3
"934",28800,900,1,1,"Nonfamily household: Female householder: Living alone",2
"935",10800,850,2,1,"Other family household: Male householder, no spouse present",3
"936",10800,850,2,1,"Other family household: Male householder, no spouse present",3
"937",65000,880,1,1,"Nonfamily household: Male householder: Living alone",3
"938",120500,1800,3,2,"Nonfamily household: Male householder: Not living alone",0
"939",120500,1800,3,2,"Nonfamily household: Male householder: Not living alone",0
"940",120500,1800,3,2,"Nonfamily household: Male householder: Not living alone",0
"941",128000,1700,3,3,"Nonfamily household: Male householder: Not living alone",4
"942",128000,1700,3,3,"Nonfamily household: Male householder: Not living alone",4
"943",128000,1700,3,3,"Nonfamily household: Male householder: Not living alone",4
"944",49500,800,1,0,"Nonfamily household: Female householder: Living alone",0
"945",2500,1300,1,1,"Nonfamily household: Male householder: Living alone",1
"946",1e+05,1400,2,5,"Nonfamily household: Female householder: Not living alone",2
"947",1e+05,1400,2,5,"Nonfamily household: Female householder: Not living alone",2
"948",36600,620,5,4,"Nonfamily household: Female householder: Not living alone",1
"949",36600,620,5,4,"Nonfamily household: Female householder: Not living alone",1
"950",36600,620,5,4,"Nonfamily household: Female householder: Not living alone",1
"951",36600,620,5,4,"Nonfamily household: Female householder: Not living alone",1
"952",36600,620,5,4,"Nonfamily household: Female householder: Not living alone",1
"953",45000,1100,1,1,"Nonfamily household: Male householder: Living alone",4
"954",165000,1600,2,2,"Nonfamily household: Female householder: Not living alone",4
"955",165000,1600,2,2,"Nonfamily household: Female householder: Not living alone",4
"956",42000,750,1,2,"Nonfamily household: Male householder: Living alone",5
"957",127600,1800,3,3,"Nonfamily household: Male householder: Not living alone",3
"958",127600,1800,3,3,"Nonfamily household: Male householder: Not living alone",3
"959",127600,1800,3,3,"Nonfamily household: Male householder: Not living alone",3
"960",72000,730,5,2,"Married couple household",2
"961",72000,730,5,2,"Married couple household",2
"962",72000,730,5,2,"Married couple household",2
"963",72000,730,5,2,"Married couple household",2
"964",72000,730,5,2,"Married couple household",2
"965",20800,1100,1,1,"Nonfamily household: Female householder: Living alone",2
"966",29000,1400,4,2,"Married couple household",0
"967",29000,1400,4,2,"Married couple household",0
"968",29000,1400,4,2,"Married couple household",0
"969",29000,1400,4,2,"Married couple household",0
"970",70000,1400,1,2,"Nonfamily household: Female householder: Living alone",0
"971",198000,1300,2,2,"Nonfamily household: Male householder: Not living alone",3
"972",198000,1300,2,2,"Nonfamily household: Male householder: Not living alone",3
"973",2100,720,1,1,"Nonfamily household: Female householder: Living alone",1
"974",62000,1200,1,0,"Nonfamily household: Female householder: Living alone",0
"975",60000,990,1,3,"Nonfamily household: Female householder: Living alone",4
"976",71000,1600,4,2,"Married couple household",1
"977",71000,1600,4,2,"Married couple household",1
"978",71000,1600,4,2,"Married couple household",1
"979",71000,1600,4,2,"Married couple household",1
"980",10000,750,4,1,"Other family household: Female householder, no spouse present",2
"981",10000,750,4,1,"Other family household: Female householder, no spouse present",2
"982",10000,750,4,1,"Other family household: Female householder, no spouse present",2
"983",10000,750,4,1,"Other family household: Female householder, no spouse present",2
"984",33650,980,2,1,"Nonfamily household: Female householder: Not living alone",3
"985",33650,980,2,1,"Nonfamily household: Female householder: Not living alone",3
"986",31260,1400,2,2,"Other family household: Female householder, no spouse present",1
"987",31260,1400,2,2,"Other family household: Female householder, no spouse present",1
"988",69000,1400,2,2,"Other family household: Female householder, no spouse present",7
"989",69000,1400,2,2,"Other family household: Female householder, no spouse present",7
"990",20000,900,1,1,"Nonfamily household: Female householder: Living alone",1
"991",28700,1500,5,3,"Married couple household",2
"992",28700,1500,5,3,"Married couple household",2
"993",28700,1500,5,3,"Married couple household",2
"994",28700,1500,5,3,"Married couple household",2
"995",28700,1500,5,3,"Married couple household",2
"996",51000,920,2,1,"Other family household: Female householder, no spouse present",0
"997",51000,920,2,1,"Other family household: Female householder, no spouse present",0
"998",29000,600,2,0,"Married couple household",5
"999",29000,600,2,0,"Married couple household",5
"1000",81000,1100,4,3,"Married couple household",2
"1001",81000,1100,4,3,"Married couple household",2
"1002",81000,1100,4,3,"Married couple household",2
"1003",81000,1100,4,3,"Married couple household",2
"1004",45000,2000,2,2,"Married couple household",3
"1005",45000,2000,2,2,"Married couple household",3
"1006",13000,1500,3,2,"Nonfamily household: Female householder: Not living alone",3
"1007",13000,1500,3,2,"Nonfamily household: Female householder: Not living alone",3
"1008",13000,1500,3,2,"Nonfamily household: Female householder: Not living alone",3
"1009",10300,710,2,2,"Nonfamily household: Female householder: Not living alone",3
"1010",10300,710,2,2,"Nonfamily household: Female householder: Not living alone",3
"1011",117500,1800,2,3,"Other family household: Female householder, no spouse present",4
"1012",117500,1800,2,3,"Other family household: Female householder, no spouse present",4
"1013",24690,1700,1,3,"Nonfamily household: Female householder: Living alone",3
"1014",21000,1500,2,2,"Nonfamily household: Female householder: Not living alone",5
"1015",21000,1500,2,2,"Nonfamily household: Female householder: Not living alone",5
"1016",26400,1500,5,3,"Nonfamily household: Male householder: Not living alone",3
"1017",26400,1500,5,3,"Nonfamily household: Male householder: Not living alone",3
"1018",26400,1500,5,3,"Nonfamily household: Male householder: Not living alone",3
"1019",26400,1500,5,3,"Nonfamily household: Male householder: Not living alone",3
"1020",26400,1500,5,3,"Nonfamily household: Male householder: Not living alone",3
"1021",48000,900,4,3,"Other family household: Female householder, no spouse present",2
"1022",48000,900,4,3,"Other family household: Female householder, no spouse present",2
"1023",48000,900,4,3,"Other family household: Female householder, no spouse present",2
"1024",48000,900,4,3,"Other family household: Female householder, no spouse present",2
"1025",99800,1300,5,3,"Other family household: Male householder, no spouse present",4
"1026",99800,1300,5,3,"Other family household: Male householder, no spouse present",4
"1027",99800,1300,5,3,"Other family household: Male householder, no spouse present",4
"1028",99800,1300,5,3,"Other family household: Male householder, no spouse present",4
"1029",99800,1300,5,3,"Other family household: Male householder, no spouse present",4
"1030",86000,1200,3,1,"Other family household: Male householder, no spouse present",2
"1031",86000,1200,3,1,"Other family household: Male householder, no spouse present",2
"1032",86000,1200,3,1,"Other family household: Male householder, no spouse present",2
"1033",109800,1200,3,3,"Married couple household",2
"1034",109800,1200,3,3,"Married couple household",2
"1035",109800,1200,3,3,"Married couple household",2
"1036",93000,1200,3,4,"Other family household: Male householder, no spouse present",4
"1037",93000,1200,3,4,"Other family household: Male householder, no spouse present",4
"1038",93000,1200,3,4,"Other family household: Male householder, no spouse present",4
"1039",9500,230,1,1,"Nonfamily household: Male householder: Living alone",5
"1040",16800,1100,3,2,"Other family household: Female householder, no spouse present",1
"1041",16800,1100,3,2,"Other family household: Female householder, no spouse present",1
"1042",16800,1100,3,2,"Other family household: Female householder, no spouse present",1
"1043",33800,500,4,2,"Married couple household",3
"1044",33800,500,4,2,"Married couple household",3
"1045",33800,500,4,2,"Married couple household",3
"1046",33800,500,4,2,"Married couple household",3
"1047",10400,1300,1,3,"Nonfamily household: Female householder: Living alone",1
"1048",10000,1200,1,1,"Nonfamily household: Male householder: Living alone",1
"1049",123050,650,3,1,"Nonfamily household: Male householder: Not living alone",2
"1050",123050,650,3,1,"Nonfamily household: Male householder: Not living alone",2
"1051",123050,650,3,1,"Nonfamily household: Male householder: Not living alone",2
"1052",101060,1500,4,4,"Other family household: Male householder, no spouse present",4
"1053",101060,1500,4,4,"Other family household: Male householder, no spouse present",4
"1054",101060,1500,4,4,"Other family household: Male householder, no spouse present",4
"1055",101060,1500,4,4,"Other family household: Male householder, no spouse present",4
"1056",48000,1100,1,2,"Nonfamily household: Male householder: Living alone",1
"1057",30000,1100,5,2,"Married couple household",3
"1058",30000,1100,5,2,"Married couple household",3
"1059",30000,1100,5,2,"Married couple household",3
"1060",30000,1100,5,2,"Married couple household",3
"1061",30000,1100,5,2,"Married couple household",3
"1062",1e+05,800,1,1,"Nonfamily household: Female householder: Living alone",4
"1063",11000,400,1,0,"Nonfamily household: Male householder: Living alone",1
"1064",88000,950,2,1,"Married couple household",8
"1065",88000,950,2,1,"Married couple household",8
"1066",32000,1400,1,2,"Nonfamily household: Female householder: Living alone",4
"1067",22000,870,4,2,"Other family household: Female householder, no spouse present",2
"1068",22000,870,4,2,"Other family household: Female householder, no spouse present",2
"1069",22000,870,4,2,"Other family household: Female householder, no spouse present",2
"1070",22000,870,4,2,"Other family household: Female householder, no spouse present",2
"1071",18000,950,1,1,"Nonfamily household: Female householder: Living alone",3
"1072",51300,790,1,1,"Nonfamily household: Female householder: Living alone",8
"1073",25000,930,1,1,"Nonfamily household: Male householder: Living alone",3
"1074",124800,1400,2,3,"Nonfamily household: Male householder: Not living alone",2
"1075",124800,1400,2,3,"Nonfamily household: Male householder: Not living alone",2
"1076",155000,3000,4,2,"Married couple household",1
"1077",155000,3000,4,2,"Married couple household",1
"1078",155000,3000,4,2,"Married couple household",1
"1079",155000,3000,4,2,"Married couple household",1
"1080",45090,1100,1,1,"Nonfamily household: Female householder: Living alone",5
"1081",37400,650,1,1,"Nonfamily household: Male householder: Living alone",5
"1082",123000,1800,2,1,"Nonfamily household: Female householder: Not living alone",1
"1083",123000,1800,2,1,"Nonfamily household: Female householder: Not living alone",1
"1084",56500,3000,1,2,"Nonfamily household: Male householder: Living alone",5
"1085",91000,1300,3,2,"Married couple household",2
"1086",91000,1300,3,2,"Married couple household",2
"1087",91000,1300,3,2,"Married couple household",2
"1088",65000,1300,1,1,"Nonfamily household: Male householder: Living alone",2
"1089",114000,1300,2,1,"Other family household: Female householder, no spouse present",0
"1090",114000,1300,2,1,"Other family household: Female householder, no spouse present",0
"1091",105000,1700,2,2,"Nonfamily household: Male householder: Not living alone",2
"1092",105000,1700,2,2,"Nonfamily household: Male householder: Not living alone",2
"1093",48000,1200,1,1,"Nonfamily household: Male householder: Living alone",1
"1094",41000,1300,5,3,"Married couple household",5
"1095",41000,1300,5,3,"Married couple household",5
"1096",41000,1300,5,3,"Married couple household",5
"1097",41000,1300,5,3,"Married couple household",5
"1098",41000,1300,5,3,"Married couple household",5
"1099",30000,1300,1,1,"Nonfamily household: Male householder: Living alone",1
"1100",16000,150,1,1,"Nonfamily household: Male householder: Living alone",4
"1101",38000,1100,1,2,"Nonfamily household: Male householder: Living alone",3
"1102",3000,830,2,1,"Nonfamily household: Male householder: Not living alone",2
"1103",3000,830,2,1,"Nonfamily household: Male householder: Not living alone",2
"1104",67000,1400,2,2,"Nonfamily household: Female householder: Not living alone",5
"1105",67000,1400,2,2,"Nonfamily household: Female householder: Not living alone",5
"1106",53000,1400,2,2,"Nonfamily household: Male householder: Not living alone",5
"1107",53000,1400,2,2,"Nonfamily household: Male householder: Not living alone",5
"1108",1e+05,1200,2,2,"Nonfamily household: Female householder: Not living alone",4
"1109",1e+05,1200,2,2,"Nonfamily household: Female householder: Not living alone",4
"1110",17200,1300,1,1,"Nonfamily household: Female householder: Living alone",3
"1111",11100,850,1,1,"Nonfamily household: Female householder: Living alone",0
"1112",30000,810,1,3,"Nonfamily household: Female householder: Living alone",1
"1113",32000,930,3,2,"Other family household: Female householder, no spouse present",3
"1114",32000,930,3,2,"Other family household: Female householder, no spouse present",3
"1115",32000,930,3,2,"Other family household: Female householder, no spouse present",3
"1116",101000,1500,1,2,"Nonfamily household: Female householder: Living alone",3
"1117",116700,850,1,0,"Nonfamily household: Female householder: Living alone",4
"1118",61000,1300,2,2,"Nonfamily household: Male householder: Not living alone",5
"1119",61000,1300,2,2,"Nonfamily household: Male householder: Not living alone",5
"1120",45000,1000,1,1,"Nonfamily household: Male householder: Living alone",3
"1121",21000,700,4,2,"Married couple household",4
"1122",21000,700,4,2,"Married couple household",4
"1123",21000,700,4,2,"Married couple household",4
"1124",21000,700,4,2,"Married couple household",4
"1125",40000,790,1,1,"Nonfamily household: Male householder: Living alone",3
"1126",98000,2100,3,2,"Married couple household",0
"1127",98000,2100,3,2,"Married couple household",0
"1128",98000,2100,3,2,"Married couple household",0
"1129",240000,1400,3,2,"Married couple household",1
"1130",240000,1400,3,2,"Married couple household",1
