"","HINCP","RNTP","NP","BDSP","HHT_label","BLDG_AGE_dec"
"3139",3000,1400,1,0,"Nonfamily household: Female householder: Living alone",3
"3140",66000,940,2,1,"Nonfamily household: Female householder: Not living alone",4
"3141",66000,940,2,1,"Nonfamily household: Female householder: Not living alone",4
"3142",46000,950,1,0,"Nonfamily household: Female householder: Living alone",3
"3143",18000,1400,1,2,"Nonfamily household: Male householder: Living alone",4
"3144",135320,1800,2,2,"Married couple household",7
"3145",135320,1800,2,2,"Married couple household",7
"3146",180000,2300,2,3,"Nonfamily household: Female householder: Not living alone",0
"3147",180000,2300,2,3,"Nonfamily household: Female householder: Not living alone",0
"3148",121000,700,4,2,"Married couple household",4
"3149",121000,700,4,2,"Married couple household",4
"3150",121000,700,4,2,"Married couple household",4
"3151",121000,700,4,2,"Married couple household",4
"3152",22000,1300,2,2,"Nonfamily household: Female householder: Not living alone",5
"3153",22000,1300,2,2,"Nonfamily household: Female householder: Not living alone",5
"3154",190000,2100,2,2,"Married couple household",0
"3155",190000,2100,2,2,"Married couple household",0
"3156",46100,1100,7,2,"Married couple household",3
"3157",46100,1100,7,2,"Married couple household",3
"3158",46100,1100,7,2,"Married couple household",3
"3159",46100,1100,7,2,"Married couple household",3
"3160",46100,1100,7,2,"Married couple household",3
"3161",46100,1100,7,2,"Married couple household",3
"3162",46100,1100,7,2,"Married couple household",3
"3163",25600,780,7,2,"Married couple household",4
"3164",25600,780,7,2,"Married couple household",4
"3165",25600,780,7,2,"Married couple household",4
"3166",25600,780,7,2,"Married couple household",4
"3167",25600,780,7,2,"Married couple household",4
"3168",25600,780,7,2,"Married couple household",4
"3169",25600,780,7,2,"Married couple household",4
"3170",160000,1600,3,2,"Married couple household",1
"3171",160000,1600,3,2,"Married couple household",1
"3172",160000,1600,3,2,"Married couple household",1
"3173",60000,1100,1,1,"Nonfamily household: Male householder: Living alone",4
"3174",27500,900,1,1,"Nonfamily household: Male householder: Living alone",6
"3175",65010,800,1,1,"Nonfamily household: Male householder: Living alone",3
"3176",90000,1300,2,3,"Married couple household",6
"3177",90000,1300,2,3,"Married couple household",6
"3178",40000,980,1,1,"Nonfamily household: Female householder: Living alone",2
"3179",28000,480,1,1,"Nonfamily household: Female householder: Living alone",3
"3180",45000,850,2,0,"Other family household: Female householder, no spouse present",3
"3181",45000,850,2,0,"Other family household: Female householder, no spouse present",3
"3182",106000,1600,5,3,"Married couple household",3
"3183",106000,1600,5,3,"Married couple household",3
"3184",106000,1600,5,3,"Married couple household",3
"3185",106000,1600,5,3,"Married couple household",3
"3186",106000,1600,5,3,"Married couple household",3
"3187",68000,1500,1,1,"Nonfamily household: Female householder: Living alone",3
"3188",17000,1300,1,2,"Nonfamily household: Male householder: Living alone",2
"3189",80500,1200,2,2,"Nonfamily household: Female householder: Not living alone",2
"3190",80500,1200,2,2,"Nonfamily household: Female householder: Not living alone",2
"3191",106300,2200,4,4,"Nonfamily household: Male householder: Not living alone",3
"3192",106300,2200,4,4,"Nonfamily household: Male householder: Not living alone",3
"3193",106300,2200,4,4,"Nonfamily household: Male householder: Not living alone",3
"3194",106300,2200,4,4,"Nonfamily household: Male householder: Not living alone",3
"3195",87000,1200,2,1,"Nonfamily household: Female householder: Not living alone",2
"3196",87000,1200,2,1,"Nonfamily household: Female householder: Not living alone",2
"3197",34600,3000,3,3,"Nonfamily household: Male householder: Not living alone",4
"3198",34600,3000,3,3,"Nonfamily household: Male householder: Not living alone",4
"3199",34600,3000,3,3,"Nonfamily household: Male householder: Not living alone",4
"3200",28000,690,1,2,"Nonfamily household: Male householder: Living alone",2
"3201",41000,240,1,1,"Nonfamily household: Male householder: Living alone",4
"3202",8800,400,2,0,"Married couple household",1
"3203",8800,400,2,0,"Married couple household",1
"3204",80000,1200,1,1,"Nonfamily household: Male householder: Living alone",3
"3205",55850,820,1,1,"Nonfamily household: Female householder: Living alone",1
"3206",23600,890,1,1,"Nonfamily household: Female householder: Living alone",4
"3207",40100,1900,2,2,"Married couple household",1
"3208",40100,1900,2,2,"Married couple household",1
"3209",27080,2100,2,2,"Nonfamily household: Male householder: Not living alone",2
"3210",27080,2100,2,2,"Nonfamily household: Male householder: Not living alone",2
"3211",69600,800,2,1,"Married couple household",2
"3212",69600,800,2,1,"Married couple household",2
"3213",54000,1300,1,1,"Nonfamily household: Female householder: Living alone",8
"3214",85000,1100,2,1,"Other family household: Female householder, no spouse present",0
"3215",85000,1100,2,1,"Other family household: Female householder, no spouse present",0
"3216",90000,1300,2,2,"Other family household: Female householder, no spouse present",2
"3217",90000,1300,2,2,"Other family household: Female householder, no spouse present",2
"3218",32300,620,1,1,"Nonfamily household: Male householder: Living alone",4
"3219",1e+05,1500,1,1,"Nonfamily household: Male householder: Living alone",0
"3220",89000,1000,3,4,"Married couple household",1
"3221",89000,1000,3,4,"Married couple household",1
"3222",89000,1000,3,4,"Married couple household",1
"3223",24200,900,1,0,"Nonfamily household: Male householder: Living alone",4
"3224",100500,1800,3,3,"Married couple household",3
"3225",100500,1800,3,3,"Married couple household",3
"3226",100500,1800,3,3,"Married couple household",3
"3227",75000,1100,1,1,"Nonfamily household: Female householder: Living alone",3
"3228",42600,1300,4,2,"Married couple household",3
"3229",42600,1300,4,2,"Married couple household",3
"3230",42600,1300,4,2,"Married couple household",3
"3231",42600,1300,4,2,"Married couple household",3
"3232",28300,970,1,1,"Nonfamily household: Female householder: Living alone",5
"3233",56000,890,1,1,"Nonfamily household: Female householder: Living alone",4
"3234",10200,840,1,1,"Nonfamily household: Male householder: Living alone",4
"3235",58000,1200,1,1,"Nonfamily household: Female householder: Living alone",4
"3236",4680,1200,2,2,"Other family household: Female householder, no spouse present",0
"3237",4680,1200,2,2,"Other family household: Female householder, no spouse present",0
"3238",25000,1200,1,1,"Nonfamily household: Male householder: Living alone",0
"3239",135000,1800,1,3,"Nonfamily household: Male householder: Living alone",4
"3240",135000,1500,1,0,"Nonfamily household: Female householder: Living alone",0
"3241",62800,1500,4,3,"Other family household: Female householder, no spouse present",2
"3242",62800,1500,4,3,"Other family household: Female householder, no spouse present",2
"3243",62800,1500,4,3,"Other family household: Female householder, no spouse present",2
"3244",62800,1500,4,3,"Other family household: Female householder, no spouse present",2
"3245",107700,800,2,2,"Nonfamily household: Male householder: Not living alone",3
"3246",107700,800,2,2,"Nonfamily household: Male householder: Not living alone",3
"3247",57000,1100,2,1,"Nonfamily household: Male householder: Not living alone",1
"3248",57000,1100,2,1,"Nonfamily household: Male householder: Not living alone",1
"3249",155000,1500,2,2,"Nonfamily household: Male householder: Not living alone",0
"3250",155000,1500,2,2,"Nonfamily household: Male householder: Not living alone",0
"3251",11100,2100,2,3,"Nonfamily household: Female householder: Not living alone",6
"3252",11100,2100,2,3,"Nonfamily household: Female householder: Not living alone",6
"3253",132000,1700,2,3,"Married couple household",5
"3254",132000,1700,2,3,"Married couple household",5
"3255",60050,1000,1,1,"Nonfamily household: Male householder: Living alone",5
"3256",174000,1300,2,1,"Married couple household",0
"3257",174000,1300,2,1,"Married couple household",0
"3258",33700,1000,3,1,"Married couple household",0
"3259",33700,1000,3,1,"Married couple household",0
"3260",33700,1000,3,1,"Married couple household",0
"3261",15000,1000,1,2,"Nonfamily household: Male householder: Living alone",0
"3262",7500,1000,1,1,"Nonfamily household: Female householder: Living alone",4
"3263",20000,1100,1,2,"Nonfamily household: Male householder: Living alone",1
"3264",37100,1300,3,2,"Other family household: Female householder, no spouse present",0
"3265",37100,1300,3,2,"Other family household: Female householder, no spouse present",0
"3266",37100,1300,3,2,"Other family household: Female householder, no spouse present",0
"3267",9800,110,2,4,"Other family household: Female householder, no spouse present",3
"3268",9800,110,2,4,"Other family household: Female householder, no spouse present",3
"3269",76000,1000,1,1,"Nonfamily household: Male householder: Living alone",1
"3270",19600,2100,2,4,"Other family household: Female householder, no spouse present",3
"3271",19600,2100,2,4,"Other family household: Female householder, no spouse present",3
"3272",47000,1000,2,2,"Other family household: Female householder, no spouse present",4
"3273",47000,1000,2,2,"Other family household: Female householder, no spouse present",4
"3274",27000,880,4,1,"Married couple household",4
"3275",27000,880,4,1,"Married couple household",4
"3276",27000,880,4,1,"Married couple household",4
"3277",27000,880,4,1,"Married couple household",4
"3278",35000,980,1,1,"Nonfamily household: Female householder: Living alone",2
"3279",68000,930,1,2,"Nonfamily household: Female householder: Living alone",3
"3280",210,1400,1,2,"Nonfamily household: Female householder: Living alone",3
"3281",79300,700,5,2,"Other family household: Female householder, no spouse present",4
"3282",79300,700,5,2,"Other family household: Female householder, no spouse present",4
"3283",79300,700,5,2,"Other family household: Female householder, no spouse present",4
"3284",79300,700,5,2,"Other family household: Female householder, no spouse present",4
"3285",79300,700,5,2,"Other family household: Female householder, no spouse present",4
"3286",36000,2200,5,4,"Married couple household",1
"3287",36000,2200,5,4,"Married couple household",1
"3288",36000,2200,5,4,"Married couple household",1
"3289",36000,2200,5,4,"Married couple household",1
"3290",36000,2200,5,4,"Married couple household",1
"3291",70000,1700,3,3,"Nonfamily household: Female householder: Not living alone",1
"3292",70000,1700,3,3,"Nonfamily household: Female householder: Not living alone",1
"3293",70000,1700,3,3,"Nonfamily household: Female householder: Not living alone",1
"3294",33600,1300,2,2,"Married couple household",2
"3295",33600,1300,2,2,"Married couple household",2
"3296",6000,1500,1,2,"Nonfamily household: Male householder: Living alone",1
"3297",7000,1600,2,2,"Other family household: Female householder, no spouse present",0
"3298",7000,1600,2,2,"Other family household: Female householder, no spouse present",0
"3299",80000,1600,2,2,"Married couple household",2
"3300",80000,1600,2,2,"Married couple household",2
"3301",160000,2000,2,2,"Married couple household",6
"3302",160000,2000,2,2,"Married couple household",6
"3303",51000,950,1,1,"Nonfamily household: Female householder: Living alone",3
"3304",16800,680,7,4,"Married couple household",8
"3305",16800,680,7,4,"Married couple household",8
"3306",16800,680,7,4,"Married couple household",8
"3307",16800,680,7,4,"Married couple household",8
"3308",16800,680,7,4,"Married couple household",8
"3309",16800,680,7,4,"Married couple household",8
"3310",16800,680,7,4,"Married couple household",8
"3311",132500,940,3,0,"Married couple household",2
"3312",132500,940,3,0,"Married couple household",2
"3313",132500,940,3,0,"Married couple household",2
"3314",40000,1100,1,2,"Nonfamily household: Male householder: Living alone",1
"3315",86000,1100,2,1,"Nonfamily household: Female householder: Not living alone",0
"3316",86000,1100,2,1,"Nonfamily household: Female householder: Not living alone",0
"3317",24000,840,1,1,"Nonfamily household: Male householder: Living alone",2
"3318",54000,1100,1,1,"Nonfamily household: Female householder: Living alone",3
"3319",180000,1300,4,2,"Married couple household",3
"3320",180000,1300,4,2,"Married couple household",3
"3321",180000,1300,4,2,"Married couple household",3
"3322",180000,1300,4,2,"Married couple household",3
"3323",600,2200,2,2,"Nonfamily household: Female householder: Not living alone",1
"3324",600,2200,2,2,"Nonfamily household: Female householder: Not living alone",1
"3325",271000,3000,2,2,"Married couple household",0
"3326",271000,3000,2,2,"Married couple household",0
"3327",132190,1200,2,1,"Married couple household",3
"3328",132190,1200,2,1,"Married couple household",3
"3329",47200,1200,2,1,"Nonfamily household: Male householder: Not living alone",1
"3330",47200,1200,2,1,"Nonfamily household: Male householder: Not living alone",1
"3331",65300,880,2,1,"Married couple household",3
"3332",65300,880,2,1,"Married couple household",3
"3333",25900,580,2,1,"Married couple household",8
"3334",25900,580,2,1,"Married couple household",8
"3335",122000,2400,2,3,"Nonfamily household: Female householder: Not living alone",0
"3336",122000,2400,2,3,"Nonfamily household: Female householder: Not living alone",0
"3337",50000,1500,1,2,"Nonfamily household: Female householder: Living alone",2
"3338",125000,1400,1,1,"Nonfamily household: Male householder: Living alone",1
"3339",49800,380,1,0,"Nonfamily household: Female householder: Living alone",2
"3340",60000,1500,1,2,"Nonfamily household: Female householder: Living alone",0
"3341",328000,1200,5,2,"Married couple household",2
"3342",328000,1200,5,2,"Married couple household",2
"3343",328000,1200,5,2,"Married couple household",2
"3344",328000,1200,5,2,"Married couple household",2
"3345",328000,1200,5,2,"Married couple household",2
"3346",500,730,1,1,"Nonfamily household: Female householder: Living alone",2
"3347",42660,1100,5,3,"Other family household: Female householder, no spouse present",4
"3348",42660,1100,5,3,"Other family household: Female householder, no spouse present",4
"3349",42660,1100,5,3,"Other family household: Female householder, no spouse present",4
"3350",42660,1100,5,3,"Other family household: Female householder, no spouse present",4
"3351",42660,1100,5,3,"Other family household: Female householder, no spouse present",4
"3352",20000,3000,1,1,"Nonfamily household: Male householder: Living alone",0
"3353",266000,3000,2,3,"Other family household: Male householder, no spouse present",2
"3354",266000,3000,2,3,"Other family household: Male householder, no spouse present",2
"3355",40000,880,1,1,"Nonfamily household: Female householder: Living alone",0
"3356",509200,2300,1,2,"Nonfamily household: Male householder: Living alone",0
"3357",80000,1100,3,3,"Married couple household",4
"3358",80000,1100,3,3,"Married couple household",4
"3359",80000,1100,3,3,"Married couple household",4
"3360",15000,750,2,1,"Nonfamily household: Female householder: Not living alone",3
"3361",15000,750,2,1,"Nonfamily household: Female householder: Not living alone",3
"3362",173000,2300,4,3,"Married couple household",4
"3363",173000,2300,4,3,"Married couple household",4
"3364",173000,2300,4,3,"Married couple household",4
"3365",173000,2300,4,3,"Married couple household",4
"3366",31800,1400,3,1,"Married couple household",2
"3367",31800,1400,3,1,"Married couple household",2
"3368",31800,1400,3,1,"Married couple household",2
"3369",72000,1400,1,0,"Nonfamily household: Female householder: Living alone",2
"3370",21000,110,1,1,"Nonfamily household: Male householder: Living alone",3
"3371",60000,980,2,1,"Married couple household",1
"3372",60000,980,2,1,"Married couple household",1
"3373",17500,1400,3,2,"Other family household: Female householder, no spouse present",5
"3374",17500,1400,3,2,"Other family household: Female householder, no spouse present",5
"3375",17500,1400,3,2,"Other family household: Female householder, no spouse present",5
"3376",8000,1500,1,3,"Nonfamily household: Male householder: Living alone",5
"3377",1800,650,1,1,"Nonfamily household: Male householder: Living alone",1
"3378",204000,1600,2,2,"Married couple household",7
"3379",204000,1600,2,2,"Married couple household",7
"3380",70000,1300,1,0,"Nonfamily household: Female householder: Living alone",2
"3381",72000,970,4,2,"Nonfamily household: Male householder: Not living alone",3
"3382",72000,970,4,2,"Nonfamily household: Male householder: Not living alone",3
"3383",72000,970,4,2,"Nonfamily household: Male householder: Not living alone",3
"3384",72000,970,4,2,"Nonfamily household: Male householder: Not living alone",3
"3385",30000,1500,1,0,"Nonfamily household: Female householder: Living alone",0
"3386",131200,1200,6,4,"Married couple household",1
"3387",131200,1200,6,4,"Married couple household",1
"3388",131200,1200,6,4,"Married couple household",1
"3389",131200,1200,6,4,"Married couple household",1
"3390",131200,1200,6,4,"Married couple household",1
"3391",131200,1200,6,4,"Married couple household",1
"3392",98000,1600,2,2,"Married couple household",1
"3393",98000,1600,2,2,"Married couple household",1
"3394",95000,1700,2,2,"Nonfamily household: Female householder: Not living alone",2
"3395",95000,1700,2,2,"Nonfamily household: Female householder: Not living alone",2
"3396",11200,490,1,2,"Nonfamily household: Female householder: Living alone",2
"3397",112900,1400,3,4,"Nonfamily household: Female householder: Not living alone",2
"3398",112900,1400,3,4,"Nonfamily household: Female householder: Not living alone",2
"3399",112900,1400,3,4,"Nonfamily household: Female householder: Not living alone",2
"3400",75000,400,1,1,"Nonfamily household: Male householder: Living alone",5
"3401",16400,1600,6,4,"Other family household: Female householder, no spouse present",3
"3402",16400,1600,6,4,"Other family household: Female householder, no spouse present",3
"3403",16400,1600,6,4,"Other family household: Female householder, no spouse present",3
"3404",16400,1600,6,4,"Other family household: Female householder, no spouse present",3
"3405",16400,1600,6,4,"Other family household: Female householder, no spouse present",3
"3406",16400,1600,6,4,"Other family household: Female householder, no spouse present",3
"3407",1e+05,1400,3,2,"Married couple household",3
"3408",1e+05,1400,3,2,"Married couple household",3
"3409",1e+05,1400,3,2,"Married couple household",3
"3410",40000,1300,1,2,"Nonfamily household: Male householder: Living alone",4
"3411",6300,700,4,1,"Other family household: Female householder, no spouse present",0
"3412",6300,700,4,1,"Other family household: Female householder, no spouse present",0
"3413",6300,700,4,1,"Other family household: Female householder, no spouse present",0
"3414",6300,700,4,1,"Other family household: Female householder, no spouse present",0
"3415",138280,1400,1,1,"Nonfamily household: Female householder: Living alone",3
"3416",195100,1300,4,3,"Married couple household",4
"3417",195100,1300,4,3,"Married couple household",4
"3418",195100,1300,4,3,"Married couple household",4
"3419",195100,1300,4,3,"Married couple household",4
"3420",68000,820,1,1,"Nonfamily household: Female householder: Living alone",5
"3421",10550,850,1,0,"Nonfamily household: Male householder: Living alone",3
"3422",27000,850,1,1,"Nonfamily household: Female householder: Living alone",4
"3423",65000,1300,2,1,"Nonfamily household: Female householder: Not living alone",5
"3424",65000,1300,2,1,"Nonfamily household: Female householder: Not living alone",5
"3425",92000,1500,2,2,"Nonfamily household: Male householder: Not living alone",5
"3426",92000,1500,2,2,"Nonfamily household: Male householder: Not living alone",5
"3427",134370,1200,2,1,"Married couple household",1
"3428",134370,1200,2,1,"Married couple household",1
"3429",64000,1500,1,1,"Nonfamily household: Female householder: Living alone",0
"3430",38500,900,1,1,"Nonfamily household: Male householder: Living alone",5
"3431",90000,800,1,2,"Nonfamily household: Male householder: Living alone",3
"3432",189000,1300,1,1,"Nonfamily household: Male householder: Living alone",0
"3433",128000,2000,5,3,"Married couple household",1
"3434",128000,2000,5,3,"Married couple household",1
"3435",128000,2000,5,3,"Married couple household",1
"3436",128000,2000,5,3,"Married couple household",1
"3437",128000,2000,5,3,"Married couple household",1
"3438",130000,1200,2,1,"Nonfamily household: Male householder: Not living alone",3
"3439",130000,1200,2,1,"Nonfamily household: Male householder: Not living alone",3
"3440",229700,3000,2,4,"Nonfamily household: Female householder: Not living alone",3
"3441",229700,3000,2,4,"Nonfamily household: Female householder: Not living alone",3
"3442",65000,1300,1,1,"Nonfamily household: Male householder: Living alone",1
"3443",58000,1200,2,2,"Married couple household",2
"3444",58000,1200,2,2,"Married couple household",2
"3445",43000,1100,1,1,"Nonfamily household: Female householder: Living alone",3
"3446",36000,1000,1,2,"Nonfamily household: Male householder: Living alone",2
"3447",75000,700,1,1,"Nonfamily household: Male householder: Living alone",3
"3448",74000,1100,4,4,"Married couple household",5
"3449",74000,1100,4,4,"Married couple household",5
"3450",74000,1100,4,4,"Married couple household",5
"3451",74000,1100,4,4,"Married couple household",5
"3452",37000,1800,1,3,"Nonfamily household: Female householder: Living alone",0
"3453",37000,1100,2,1,"Married couple household",1
"3454",37000,1100,2,1,"Married couple household",1
"3455",112500,1400,2,2,"Married couple household",1
"3456",112500,1400,2,2,"Married couple household",1
"3457",40000,1000,1,2,"Nonfamily household: Male householder: Living alone",4
"3458",98300,1400,1,1,"Nonfamily household: Male householder: Living alone",0
"3459",107000,1900,2,3,"Married couple household",5
"3460",107000,1900,2,3,"Married couple household",5
"3461",137000,1300,1,2,"Nonfamily household: Female householder: Living alone",3
"3462",105000,1200,3,0,"Nonfamily household: Male householder: Not living alone",2
"3463",105000,1200,3,0,"Nonfamily household: Male householder: Not living alone",2
"3464",105000,1200,3,0,"Nonfamily household: Male householder: Not living alone",2
"3465",62000,580,3,2,"Nonfamily household: Male householder: Not living alone",3
"3466",62000,580,3,2,"Nonfamily household: Male householder: Not living alone",3
"3467",62000,580,3,2,"Nonfamily household: Male householder: Not living alone",3
"3468",40000,800,1,0,"Nonfamily household: Male householder: Living alone",6
"3469",23400,1400,1,1,"Nonfamily household: Female householder: Living alone",1
"3470",94000,1500,1,1,"Nonfamily household: Female householder: Living alone",0
"3471",130000,2000,2,2,"Nonfamily household: Female householder: Not living alone",6
"3472",130000,2000,2,2,"Nonfamily household: Female householder: Not living alone",6
"3473",25000,920,1,1,"Nonfamily household: Female householder: Living alone",0
"3474",80000,1400,2,2,"Other family household: Female householder, no spouse present",8
"3475",80000,1400,2,2,"Other family household: Female householder, no spouse present",8
"3476",70000,1700,1,2,"Nonfamily household: Male householder: Living alone",2
"3477",13000,860,1,1,"Nonfamily household: Male householder: Living alone",3
"3478",1900,430,2,2,"Nonfamily household: Male householder: Not living alone",2
"3479",1900,430,2,2,"Nonfamily household: Male householder: Not living alone",2
"3480",23000,1400,2,2,"Nonfamily household: Male householder: Not living alone",0
"3481",23000,1400,2,2,"Nonfamily household: Male householder: Not living alone",0
"3482",21000,1000,5,2,"Married couple household",4
"3483",21000,1000,5,2,"Married couple household",4
"3484",21000,1000,5,2,"Married couple household",4
"3485",21000,1000,5,2,"Married couple household",4
"3486",21000,1000,5,2,"Married couple household",4
"3487",84000,1500,1,2,"Nonfamily household: Male householder: Living alone",1
"3488",60000,3000,3,5,"Married couple household",2
"3489",60000,3000,3,5,"Married couple household",2
"3490",60000,3000,3,5,"Married couple household",2
"3491",107000,1800,3,3,"Married couple household",2
"3492",107000,1800,3,3,"Married couple household",2
"3493",107000,1800,3,3,"Married couple household",2
"3494",24000,730,1,0,"Nonfamily household: Male householder: Living alone",4
"3495",55000,1000,1,0,"Nonfamily household: Female householder: Living alone",3
"3496",93000,1500,1,1,"Nonfamily household: Female householder: Living alone",1
"3497",76000,1600,3,3,"Married couple household",3
"3498",76000,1600,3,3,"Married couple household",3
"3499",76000,1600,3,3,"Married couple household",3
"3500",36000,870,1,0,"Nonfamily household: Female householder: Living alone",4
"3501",18800,930,2,1,"Nonfamily household: Female householder: Not living alone",2
"3502",18800,930,2,1,"Nonfamily household: Female householder: Not living alone",2
"3503",126000,2300,2,3,"Nonfamily household: Female householder: Not living alone",0
"3504",126000,2300,2,3,"Nonfamily household: Female householder: Not living alone",0
"3505",90000,1000,2,1,"Nonfamily household: Female householder: Not living alone",4
"3506",90000,1000,2,1,"Nonfamily household: Female householder: Not living alone",4
"3507",50000,1100,1,1,"Nonfamily household: Female householder: Living alone",1
"3508",250000,2200,1,4,"Nonfamily household: Male householder: Living alone",0
"3509",50000,1300,2,2,"Married couple household",3
"3510",50000,1300,2,2,"Married couple household",3
"3511",47000,2300,5,3,"Married couple household",5
"3512",47000,2300,5,3,"Married couple household",5
"3513",47000,2300,5,3,"Married couple household",5
"3514",47000,2300,5,3,"Married couple household",5
"3515",47000,2300,5,3,"Married couple household",5
"3516",64000,900,1,1,"Nonfamily household: Male householder: Living alone",3
"3517",32300,830,1,1,"Nonfamily household: Female householder: Living alone",1
"3518",35000,790,1,1,"Nonfamily household: Male householder: Living alone",3
"3519",41000,990,3,2,"Married couple household",6
"3520",41000,990,3,2,"Married couple household",6
"3521",41000,990,3,2,"Married couple household",6
"3522",72000,1200,1,1,"Nonfamily household: Female householder: Living alone",1
"3523",70000,950,2,1,"Nonfamily household: Male householder: Not living alone",1
"3524",70000,950,2,1,"Nonfamily household: Male householder: Not living alone",1
"3525",18000,1000,5,2,"Married couple household",3
"3526",18000,1000,5,2,"Married couple household",3
"3527",18000,1000,5,2,"Married couple household",3
"3528",18000,1000,5,2,"Married couple household",3
"3529",18000,1000,5,2,"Married couple household",3
"3530",87600,1300,2,2,"Married couple household",2
"3531",87600,1300,2,2,"Married couple household",2
"3532",104000,1200,1,2,"Nonfamily household: Male householder: Living alone",0
"3533",28600,1100,1,2,"Nonfamily household: Female householder: Living alone",2
"3534",308400,1100,3,3,"Nonfamily household: Male householder: Not living alone",4
"3535",308400,1100,3,3,"Nonfamily household: Male householder: Not living alone",4
"3536",308400,1100,3,3,"Nonfamily household: Male householder: Not living alone",4
"3537",66500,1500,2,2,"Nonfamily household: Male householder: Not living alone",3
"3538",66500,1500,2,2,"Nonfamily household: Male householder: Not living alone",3
"3539",25000,770,1,1,"Nonfamily household: Male householder: Living alone",4
"3540",20600,800,1,1,"Nonfamily household: Female householder: Living alone",8
"3541",50000,1600,1,1,"Nonfamily household: Female householder: Living alone",0
"3542",58000,880,3,2,"Other family household: Female householder, no spouse present",2
"3543",58000,880,3,2,"Other family household: Female householder, no spouse present",2
"3544",58000,880,3,2,"Other family household: Female householder, no spouse present",2
"3545",70000,900,2,2,"Other family household: Female householder, no spouse present",1
"3546",70000,900,2,2,"Other family household: Female householder, no spouse present",1
"3547",50000,730,4,2,"Other family household: Male householder, no spouse present",2
"3548",50000,730,4,2,"Other family household: Male householder, no spouse present",2
"3549",50000,730,4,2,"Other family household: Male householder, no spouse present",2
"3550",50000,730,4,2,"Other family household: Male householder, no spouse present",2
"3551",62000,1500,3,3,"Married couple household",1
"3552",62000,1500,3,3,"Married couple household",1
"3553",62000,1500,3,3,"Married couple household",1
"3554",39000,600,2,1,"Nonfamily household: Male householder: Not living alone",4
"3555",39000,600,2,1,"Nonfamily household: Male householder: Not living alone",4
"3556",118000,700,2,2,"Married couple household",4
"3557",118000,700,2,2,"Married couple household",4
"3558",25000,900,5,2,"Other family household: Female householder, no spouse present",3
"3559",25000,900,5,2,"Other family household: Female householder, no spouse present",3
"3560",25000,900,5,2,"Other family household: Female householder, no spouse present",3
"3561",25000,900,5,2,"Other family household: Female householder, no spouse present",3
"3562",25000,900,5,2,"Other family household: Female householder, no spouse present",3
"3563",63300,1800,4,2,"Other family household: Male householder, no spouse present",7
"3564",63300,1800,4,2,"Other family household: Male householder, no spouse present",7
"3565",63300,1800,4,2,"Other family household: Male householder, no spouse present",7
"3566",63300,1800,4,2,"Other family household: Male householder, no spouse present",7
"3567",65000,1300,2,1,"Nonfamily household: Male householder: Not living alone",4
"3568",65000,1300,2,1,"Nonfamily household: Male householder: Not living alone",4
"3569",25000,1900,1,1,"Nonfamily household: Male householder: Living alone",0
"3570",9500,900,1,2,"Nonfamily household: Male householder: Living alone",4
"3571",18500,1400,2,1,"Nonfamily household: Male householder: Not living alone",1
"3572",18500,1400,2,1,"Nonfamily household: Male householder: Not living alone",1
"3573",98000,550,4,3,"Married couple household",8
"3574",98000,550,4,3,"Married couple household",8
"3575",98000,550,4,3,"Married couple household",8
"3576",98000,550,4,3,"Married couple household",8
"3577",151100,1300,2,1,"Nonfamily household: Male householder: Not living alone",1
"3578",151100,1300,2,1,"Nonfamily household: Male householder: Not living alone",1
"3579",22000,1100,2,0,"Married couple household",2
"3580",22000,1100,2,0,"Married couple household",2
"3581",60000,1200,1,1,"Nonfamily household: Male householder: Living alone",0
"3582",220000,1500,3,3,"Married couple household",5
"3583",220000,1500,3,3,"Married couple household",5
"3584",220000,1500,3,3,"Married couple household",5
"3585",57000,1200,1,1,"Nonfamily household: Male householder: Living alone",0
"3586",20000,890,1,0,"Nonfamily household: Female householder: Living alone",4
"3587",48600,1100,2,2,"Married couple household",4
"3588",48600,1100,2,2,"Married couple household",4
"3589",15000,1200,2,1,"Married couple household",5
"3590",15000,1200,2,1,"Married couple household",5
"3591",35000,820,1,1,"Nonfamily household: Male householder: Living alone",1
"3592",380600,3000,5,4,"Other family household: Male householder, no spouse present",1
"3593",380600,3000,5,4,"Other family household: Male householder, no spouse present",1
"3594",380600,3000,5,4,"Other family household: Male householder, no spouse present",1
"3595",380600,3000,5,4,"Other family household: Male householder, no spouse present",1
"3596",380600,3000,5,4,"Other family household: Male householder, no spouse present",1
"3597",37900,750,2,2,"Nonfamily household: Male householder: Not living alone",2
"3598",37900,750,2,2,"Nonfamily household: Male householder: Not living alone",2
"3599",77010,2400,3,3,"Nonfamily household: Female householder: Not living alone",7
"3600",77010,2400,3,3,"Nonfamily household: Female householder: Not living alone",7
"3601",77010,2400,3,3,"Nonfamily household: Female householder: Not living alone",7
"3602",92500,1300,4,2,"Other family household: Female householder, no spouse present",4
"3603",92500,1300,4,2,"Other family household: Female householder, no spouse present",4
"3604",92500,1300,4,2,"Other family household: Female householder, no spouse present",4
"3605",92500,1300,4,2,"Other family household: Female householder, no spouse present",4
"3606",2e+05,3000,2,1,"Nonfamily household: Male householder: Not living alone",0
"3607",2e+05,3000,2,1,"Nonfamily household: Male householder: Not living alone",0
"3608",98600,500,2,3,"Other family household: Male householder, no spouse present",5
